current_rest_link,review_date,review_comments,review_rating
x6rp/ding-yi-ya-rou-fan-gu-shan-hua-rong-dian,7/17/2021,好吃！,5/5
x6rp/ding-yi-ya-rou-fan-gu-shan-hua-rong-dian,7/17/2021,鴨血好吃,5/5
x6rp/ding-yi-ya-rou-fan-gu-shan-hua-rong-dian,7/16/2021,太晚送達了,1/5
x6rp/ding-yi-ya-rou-fan-gu-shan-hua-rong-dian,7/14/2021,未注意到備注，忘了附醬包⋯,4/5
x6rp/ding-yi-ya-rou-fan-gu-shan-hua-rong-dian,7/11/2021,C/P值很高,5/5
x6rp/ding-yi-ya-rou-fan-gu-shan-hua-rong-dian,7/9/2021,好吃,5/5
x6rp/ding-yi-ya-rou-fan-gu-shan-hua-rong-dian,7/6/2021,不錯,5/5
x6rp/ding-yi-ya-rou-fan-gu-shan-hua-rong-dian,6/23/2021,好吃,5/5
x6rp/ding-yi-ya-rou-fan-gu-shan-hua-rong-dian,6/22/2021,煙燻肉鹹了一點鴨血不夠軟，其餘都好吃,4/5
x6rp/ding-yi-ya-rou-fan-gu-shan-hua-rong-dian,6/20/2021,食菜新鮮好吃價格便宜,5/5
x6rp/ding-yi-ya-rou-fan-gu-shan-hua-rong-dian,6/13/2021,今天的鴨肉拼盤，鹽水鴨肉比較柴扣一星,4/5
x6rp/ding-yi-ya-rou-fan-gu-shan-hua-rong-dian,6/9/2021,湯品太鹹完全就是醬油湯味，沒有當歸湯品的香氣,3/5
x6rp/ding-yi-ya-rou-fan-gu-shan-hua-rong-dian,6/5/2021,好吃cp值高，可惜湯鹹了點不然會蠻好喝的。,5/5
x6rp/ding-yi-ya-rou-fan-gu-shan-hua-rong-dian,6/5/2021,已註明不要豆芽 可是還是會放豆芽 第三次了😥,4/5
x6rp/ding-yi-ya-rou-fan-gu-shan-hua-rong-dian,6/5/2021,餐點分量足夠、好吃,5/5
x6rp/ding-yi-ya-rou-fan-gu-shan-hua-rong-dian,5/30/2021,說不要蒜 還放一堆 上班認真點 眼睛張開單子看清楚,1/5
x6rp/ding-yi-ya-rou-fan-gu-shan-hua-rong-dian,5/29/2021,鴨肉份量蠻多的,5/5
x6rp/ding-yi-ya-rou-fan-gu-shan-hua-rong-dian,5/23/2021,鴨肉給的很大方，不過鴨米血醬料給太少沒有味道,4/5
x6rp/ding-yi-ya-rou-fan-gu-shan-hua-rong-dian,5/22/2021,湯沒包好灑了出來,3/5
x6rp/ding-yi-ya-rou-fan-gu-shan-hua-rong-dian,5/21/2021,菜跟肉都有頭髮😞 麻煩店家注意衛生,3/5
x6rp/ding-yi-ya-rou-fan-gu-shan-hua-rong-dian,5/16/2021,鴨肉飯很美味 其他餐點也都很滿意 如果要吃鴨肉這間值得推薦,5/5
x6rp/ding-yi-ya-rou-fan-gu-shan-hua-rong-dian,5/13/2021,超級好吃的,5/5
w1as/long-xian-ju-ji-shan-shi-fang-gao-xiong-fu-guo-dian,10/9/2021,雞肉偏硬，但湯頭好喝,4/5
w1as/long-xian-ju-ji-shan-shi-fang-gao-xiong-fu-guo-dian,10/8/2021,湯好喝，麵線好吃！,5/5
w1as/long-xian-ju-ji-shan-shi-fang-gao-xiong-fu-guo-dian,10/7/2021,非常好吃 👍,5/5
w1as/long-xian-ju-ji-shan-shi-fang-gao-xiong-fu-guo-dian,10/3/2021,好吃,5/5
w1as/long-xian-ju-ji-shan-shi-fang-gao-xiong-fu-guo-dian,10/2/2021,鳳梨竟然是罐頭鳳梨,3/5
w1as/long-xian-ju-ji-shan-shi-fang-gao-xiong-fu-guo-dian,8/19/2021,好吃，值得推薦！,5/5
w1as/long-xian-ju-ji-shan-shi-fang-gao-xiong-fu-guo-dian,8/15/2021,好吃,5/5
w1as/long-xian-ju-ji-shan-shi-fang-gao-xiong-fu-guo-dian,8/12/2021,剝皮辣椒有點少，雞肉有點薄,4/5
w1as/long-xian-ju-ji-shan-shi-fang-gao-xiong-fu-guo-dian,7/26/2021,雞湯的肉很硬，而且才5塊薄薄的肉，辣椒很不入味，青菜很苦，雞肉飯難吃，龍延居到底怎麼了？以前不是這樣的,1/5
w1as/long-xian-ju-ji-shan-shi-fang-gao-xiong-fu-guo-dian,5/29/2021,等三十分鐘變一小時，一小時又變等一小時 共兩小時 ，問客服遺漏訂單，請問別人時間都不是時間？也第一次等到最扯的兩小時的訂單,1/5
w1as/long-xian-ju-ji-shan-shi-fang-gao-xiong-fu-guo-dian,5/26/2021,好吃！,5/5
w1as/long-xian-ju-ji-shan-shi-fang-gao-xiong-fu-guo-dian,5/20/2021,ㄝㄕˋ,3/5
w1as/long-xian-ju-ji-shan-shi-fang-gao-xiong-fu-guo-dian,5/15/2021,青菜稍微老,4/5
w1as/long-xian-ju-ji-shan-shi-fang-gao-xiong-fu-guo-dian,4/8/2021,好吃，辛苦了,5/5
w1as/long-xian-ju-ji-shan-shi-fang-gao-xiong-fu-guo-dian,3/28/2021,我要買何首烏土雞腿湯 你們卻出麻油雞湯 而且還多等了40分鐘的真的很糟,1/5
w1as/long-xian-ju-ji-shan-shi-fang-gao-xiong-fu-guo-dian,3/26/2021,很好,5/5
w1as/long-xian-ju-ji-shan-shi-fang-gao-xiong-fu-guo-dian,3/21/2021,湯頭不錯 雖然雞肉有點柴又不多,5/5
w1as/long-xian-ju-ji-shan-shi-fang-gao-xiong-fu-guo-dian,3/19/2021,你們餐點做錯了 希望你可以多注意一點,4/5
w1as/long-xian-ju-ji-shan-shi-fang-gao-xiong-fu-guo-dian,3/10/2021,好吃，謝謝。,5/5
w1as/long-xian-ju-ji-shan-shi-fang-gao-xiong-fu-guo-dian,2/26/2021,四物湯口味清甜，雞肉肉質軟嫩，還會再回購,5/5
w1as/long-xian-ju-ji-shan-shi-fang-gao-xiong-fu-guo-dian,2/19/2021,希望菜品多樣一點，喜歡吃放山雞的剝皮辣椒雞湯，但只有嫩雞腿😔,5/5
w1as/long-xian-ju-ji-shan-shi-fang-gao-xiong-fu-guo-dian,2/6/2021,你們拿錯餐點了,4/5
w1as/long-xian-ju-ji-shan-shi-fang-gao-xiong-fu-guo-dian,1/9/2021,雞肉切的太薄了 ，湯有油耗味,4/5
w1as/long-xian-ju-ji-shan-shi-fang-gao-xiong-fu-guo-dian,12/25/2020,很好吃,5/5
w1as/long-xian-ju-ji-shan-shi-fang-gao-xiong-fu-guo-dian,12/18/2020,根本沒人愛吃大陸妹，每次不小心沒註明就一定給大陸妹，讓人厭惡,1/5
w1as/long-xian-ju-ji-shan-shi-fang-gao-xiong-fu-guo-dian,12/10/2020,湯一樣好喝,4/5
w1as/long-xian-ju-ji-shan-shi-fang-gao-xiong-fu-guo-dian,12/3/2020,除了雞肉飯不好吃之外，其它都不錯...,4/5
w1as/long-xian-ju-ji-shan-shi-fang-gao-xiong-fu-guo-dian,11/26/2020,好吃,5/5
w1as/long-xian-ju-ji-shan-shi-fang-gao-xiong-fu-guo-dian,11/20/2020,蜂蜜綠茶味道怪怪的,2/5
w1as/long-xian-ju-ji-shan-shi-fang-gao-xiong-fu-guo-dian,11/19/2020,Good,5/5
w1as/long-xian-ju-ji-shan-shi-fang-gao-xiong-fu-guo-dian,11/17/2020,服務員很棒,5/5
w1as/long-xian-ju-ji-shan-shi-fang-gao-xiong-fu-guo-dian,11/16/2020,外送人員很和善認真,5/5
w1as/long-xian-ju-ji-shan-shi-fang-gao-xiong-fu-guo-dian,11/15/2020,份量少得可憐,1/5
w1as/long-xian-ju-ji-shan-shi-fang-gao-xiong-fu-guo-dian,11/14/2020,餐點好吃😋,5/5
w1as/long-xian-ju-ji-shan-shi-fang-gao-xiong-fu-guo-dian,11/6/2020,主顧了,5/5
w1as/long-xian-ju-ji-shan-shi-fang-gao-xiong-fu-guo-dian,10/28/2020,麵線太少、湯有點鹹！,5/5
w1as/long-xian-ju-ji-shan-shi-fang-gao-xiong-fu-guo-dian,10/26/2020,東西漏給！,1/5
w1as/long-xian-ju-ji-shan-shi-fang-gao-xiong-fu-guo-dian,10/10/2020,好吃😋,5/5
w1as/long-xian-ju-ji-shan-shi-fang-gao-xiong-fu-guo-dian,10/4/2020,青菜兩次都給超難吃的大陸妹，直接丟掉,1/5
w1as/long-xian-ju-ji-shan-shi-fang-gao-xiong-fu-guo-dian,10/3/2020,東西好吃喔速度快,4/5
w1as/long-xian-ju-ji-shan-shi-fang-gao-xiong-fu-guo-dian,9/27/2020,泡菜有冰箱味,4/5
w1as/long-xian-ju-ji-shan-shi-fang-gao-xiong-fu-guo-dian,9/26/2020,雞湯好喝,5/5
w1as/long-xian-ju-ji-shan-shi-fang-gao-xiong-fu-guo-dian,9/6/2020,好吃 雞肉也很軟 麵線也超好吃的！,5/5
w1as/long-xian-ju-ji-shan-shi-fang-gao-xiong-fu-guo-dian,9/5/2020,好吃,5/5
w1as/long-xian-ju-ji-shan-shi-fang-gao-xiong-fu-guo-dian,8/16/2020,強調要包辣椒還是沒有,1/5
w1as/long-xian-ju-ji-shan-shi-fang-gao-xiong-fu-guo-dian,8/13/2020,湯的袋子破掉了，燙到,3/5
w1as/long-xian-ju-ji-shan-shi-fang-gao-xiong-fu-guo-dian,6/28/2020,稍油了一點，不過好吃。,4/5
w1as/long-xian-ju-ji-shan-shi-fang-gao-xiong-fu-guo-dian,6/24/2020,外送伙伴超讚,5/5
w1as/long-xian-ju-ji-shan-shi-fang-gao-xiong-fu-guo-dian,6/3/2020,點了兩份餐，不一樣的口味，結果送來卻是一樣口味的餐點⋯,2/5
w1as/long-xian-ju-ji-shan-shi-fang-gao-xiong-fu-guo-dian,5/29/2020,麵線1碗份量太少一次吃2碗份量又太多 希望增加麵線大碗的選單,4/5
u0zb/jiu-jiu-mi-ni-tu-ji-guo-gao-xiong-zi-li-dian,10/14/2021,雞肉腥味重,3/5
u0zb/jiu-jiu-mi-ni-tu-ji-guo-gao-xiong-zi-li-dian,10/11/2021,湯頭是不錯 料真的少到不行 沒這個價值,1/5
u0zb/jiu-jiu-mi-ni-tu-ji-guo-gao-xiong-zi-li-dian,10/7/2021,餐點包裝不佳，蔬菜湯汁 溢出整個袋子！ 導致其它的餐點油膩,5/5
u0zb/jiu-jiu-mi-ni-tu-ji-guo-gao-xiong-zi-li-dian,9/30/2021,優良,5/5
u0zb/jiu-jiu-mi-ni-tu-ji-guo-gao-xiong-zi-li-dian,9/27/2021,優良,5/5
u0zb/jiu-jiu-mi-ni-tu-ji-guo-gao-xiong-zi-li-dian,9/26/2021,優良,5/5
u0zb/jiu-jiu-mi-ni-tu-ji-guo-gao-xiong-zi-li-dian,9/24/2021,份量很少,5/5
u0zb/jiu-jiu-mi-ni-tu-ji-guo-gao-xiong-zi-li-dian,9/16/2021,優良,5/5
u0zb/jiu-jiu-mi-ni-tu-ji-guo-gao-xiong-zi-li-dian,9/8/2021,雞湯真的很好喝，大推朋友們訂來吃,5/5
u0zb/jiu-jiu-mi-ni-tu-ji-guo-gao-xiong-zi-li-dian,9/8/2021,優良,5/5
u0zb/jiu-jiu-mi-ni-tu-ji-guo-gao-xiong-zi-li-dian,8/26/2021,優良,5/5
u0zb/jiu-jiu-mi-ni-tu-ji-guo-gao-xiong-zi-li-dian,8/4/2021,很好吃，只是外送的話感覺雞湯比較少一點，自己去外帶比較多（應該是包裝方式的關係，怕灑出來）,5/5
u0zb/jiu-jiu-mi-ni-tu-ji-guo-gao-xiong-zi-li-dian,7/25/2021,訂很多次了，這次竟吃到無骨雞肉有臭腥味。嚇壞了，食材品質請注意...,3/5
u0zb/jiu-jiu-mi-ni-tu-ji-guo-gao-xiong-zi-li-dian,7/21/2021,溫度適宜,5/5
u0zb/jiu-jiu-mi-ni-tu-ji-guo-gao-xiong-zi-li-dian,7/17/2021,湯頭味美雞肉和筍絲太少了，價位有一點高。,4/5
u0zb/jiu-jiu-mi-ni-tu-ji-guo-gao-xiong-zi-li-dian,7/6/2021,訂兩次都沒給筷子跟湯匙,4/5
u0zb/jiu-jiu-mi-ni-tu-ji-guo-gao-xiong-zi-li-dian,7/5/2021,ㄡ,5/5
u0zb/jiu-jiu-mi-ni-tu-ji-guo-gao-xiong-zi-li-dian,7/2/2021,好好吃，價錢合理,5/5
u0zb/jiu-jiu-mi-ni-tu-ji-guo-gao-xiong-zi-li-dian,6/28/2021,美味,5/5
u0zb/jiu-jiu-mi-ni-tu-ji-guo-gao-xiong-zi-li-dian,6/25/2021,有備註不要放蛋的調味好像忘記了，但是每次餐點都很準時 推推,5/5
u0zb/jiu-jiu-mi-ni-tu-ji-guo-gao-xiong-zi-li-dian,6/24/2021,食物好好吃，CP值高，很大推訂購！,5/5
u0zb/jiu-jiu-mi-ni-tu-ji-guo-gao-xiong-zi-li-dian,6/6/2021,好吃的辣椒醬油要放好呀⋯⋯那麼變成紙板佐辣椒醬油了！,4/5
u0zb/jiu-jiu-mi-ni-tu-ji-guo-gao-xiong-zi-li-dian,6/5/2021,東西好吃，湯好喝！,5/5
u0zb/jiu-jiu-mi-ni-tu-ji-guo-gao-xiong-zi-li-dian,5/31/2021,東西好吃，但紅茶有酸味囉…...,4/5
u0zb/jiu-jiu-mi-ni-tu-ji-guo-gao-xiong-zi-li-dian,5/20/2021,燒酒雞的酒精沒怎麼揮發相當濃烈有些嗆...但雞肉真的很嫩很好吃,4/5
u0zb/jiu-jiu-mi-ni-tu-ji-guo-gao-xiong-zi-li-dian,5/18/2021,白飯是不是用隔夜飯，味道超重整個聞到吃不下 蔥蛋裡面有頭髮,2/5
u0zb/jiu-jiu-mi-ni-tu-ji-guo-gao-xiong-zi-li-dian,5/3/2021,好吃會再回購,5/5
u0zb/jiu-jiu-mi-ni-tu-ji-guo-gao-xiong-zi-li-dian,4/13/2021,外送人員非常糟糕👎🏽都還沒有送餐到我手裡，就結單，真的很誇張😒，店家餐點好吃👍🏼,5/5
u0zb/jiu-jiu-mi-ni-tu-ji-guo-gao-xiong-zi-li-dian,3/23/2021,這個價格肉的份量少到我一個女生吃不飽，嘆氣,3/5
u0zb/jiu-jiu-mi-ni-tu-ji-guo-gao-xiong-zi-li-dian,3/13/2021,職人拌烏龍真他媽辣得夠勁，爽！ 蔥蛋稍微略鹹一點但也好吃不油膩 舒服啦～,4/5
u0zb/jiu-jiu-mi-ni-tu-ji-guo-gao-xiong-zi-li-dian,2/28/2021,口味不錯,1/5
u0zb/jiu-jiu-mi-ni-tu-ji-guo-gao-xiong-zi-li-dian,1/16/2021,掛菜太硬又攝味,4/5
u0zb/jiu-jiu-mi-ni-tu-ji-guo-gao-xiong-zi-li-dian,1/12/2021,好吃,5/5
u0zb/jiu-jiu-mi-ni-tu-ji-guo-gao-xiong-zi-li-dian,1/9/2021,蛋太油了，雞肉飯還可以。,4/5
u0zb/jiu-jiu-mi-ni-tu-ji-guo-gao-xiong-zi-li-dian,12/31/2020,若沒付白飯希望可以備註,1/5
u0zb/jiu-jiu-mi-ni-tu-ji-guo-gao-xiong-zi-li-dian,12/23/2020,太貴了,3/5
u0zb/jiu-jiu-mi-ni-tu-ji-guo-gao-xiong-zi-li-dian,11/26/2020,飯有一個怪味,2/5
u0zb/jiu-jiu-mi-ni-tu-ji-guo-gao-xiong-zi-li-dian,10/2/2020,外送員安全帽超可愛🤣,5/5
u0zb/jiu-jiu-mi-ni-tu-ji-guo-gao-xiong-zi-li-dian,9/20/2020,雞湯熱度保持的很好，餐點好吃，值得再次回味！,5/5
u0zb/jiu-jiu-mi-ni-tu-ji-guo-gao-xiong-zi-li-dian,9/15/2020,雞肉飯好吃💪瓜仔雞湯送來的時候還是熱的也好好喝👍,5/5
u0zb/jiu-jiu-mi-ni-tu-ji-guo-gao-xiong-zi-li-dian,8/25/2020,湯跟水一樣淡、肉也不好吃,1/5
u0zb/jiu-jiu-mi-ni-tu-ji-guo-gao-xiong-zi-li-dian,8/21/2020,好吃！料多實在！,5/5
u0zb/jiu-jiu-mi-ni-tu-ji-guo-gao-xiong-zi-li-dian,8/16/2020,麻油雞湯👍,5/5
u0zb/jiu-jiu-mi-ni-tu-ji-guo-gao-xiong-zi-li-dian,8/15/2020,剝皮辣椒雞湯有點鹹,4/5
u0zb/jiu-jiu-mi-ni-tu-ji-guo-gao-xiong-zi-li-dian,8/14/2020,雞湯清爽有味，份量剛好，去骨雞很貼心！,5/5
u0zb/jiu-jiu-mi-ni-tu-ji-guo-gao-xiong-zi-li-dian,8/12/2020,沒,5/5
u0zb/jiu-jiu-mi-ni-tu-ji-guo-gao-xiong-zi-li-dian,8/10/2020,口味還不錯👍很喜歡雞肉飯,4/5
nkd1/da-jie-tou-mian-guan-zuo-ying-fu-min-dian,10/13/2021,點2份小黃瓜，只給1份，店家未確實看清楚訂單,1/5
nkd1/da-jie-tou-mian-guan-zuo-ying-fu-min-dian,10/11/2021,好吃😋,5/5
nkd1/da-jie-tou-mian-guan-zuo-ying-fu-min-dian,10/11/2021,蛤蠣麵 蛤蠣小我以為是喇啊 但湯頭不錯 滷味拼盤量少要50挺貴的 鍋燒麵好吃,4/5
nkd1/da-jie-tou-mian-guan-zuo-ying-fu-min-dian,10/3/2021,味美,5/5
nkd1/da-jie-tou-mian-guan-zuo-ying-fu-min-dian,10/3/2021,讚,5/5
nkd1/da-jie-tou-mian-guan-zuo-ying-fu-min-dian,9/15/2021,餐點美味好吃，值得推薦,5/5
nkd1/da-jie-tou-mian-guan-zuo-ying-fu-min-dian,9/12/2021,麻醬麵配牛肉湯超讚,5/5
nkd1/da-jie-tou-mian-guan-zuo-ying-fu-min-dian,9/7/2021,蒜泥白肉 只有白肉😓😓,5/5
nkd1/da-jie-tou-mian-guan-zuo-ying-fu-min-dian,9/5/2021,好吃 但不小心包錯麵囉 還好也是很好吃,5/5
nkd1/da-jie-tou-mian-guan-zuo-ying-fu-min-dian,9/5/2021,超好吃,5/5
nkd1/da-jie-tou-mian-guan-zuo-ying-fu-min-dian,8/30/2021,超好吃👍👍👍,5/5
nkd1/da-jie-tou-mian-guan-zuo-ying-fu-min-dian,8/29/2021,紅燒牛肉麵湯較鹹、肉硬,3/5
nkd1/da-jie-tou-mian-guan-zuo-ying-fu-min-dian,8/27/2021,牛肉清湯不知道為啥加了辣油 下次麻煩不要加,4/5
nkd1/da-jie-tou-mian-guan-zuo-ying-fu-min-dian,8/27/2021,好吃😋,5/5
nkd1/da-jie-tou-mian-guan-zuo-ying-fu-min-dian,8/23/2021,好吃,5/5
nkd1/da-jie-tou-mian-guan-zuo-ying-fu-min-dian,8/23/2021,麵量很少,3/5
nkd1/da-jie-tou-mian-guan-zuo-ying-fu-min-dian,8/19/2021,丫⋯雖然蒜頭麵送成麻醬麵，不過還是好吃！,5/5
nkd1/da-jie-tou-mian-guan-zuo-ying-fu-min-dian,8/16/2021,牛肉麵湯怎變成湯麵~,3/5
nkd1/da-jie-tou-mian-guan-zuo-ying-fu-min-dian,8/11/2021,好吃 有特色 外送員服務態度非常好,5/5
nkd1/da-jie-tou-mian-guan-zuo-ying-fu-min-dian,8/10/2021,牛肉麵蓋子未蓋好，少1/3湯！,4/5
nkd1/da-jie-tou-mian-guan-zuo-ying-fu-min-dian,8/8/2021,好吃、雨天比較忙 辛苦啦,5/5
nkd1/da-jie-tou-mian-guan-zuo-ying-fu-min-dian,8/8/2021,香辣麵好吃👍，如果可以選大小碗或加麵更好，要不然男生可能會有點少,5/5
nkd1/da-jie-tou-mian-guan-zuo-ying-fu-min-dian,8/8/2021,陽春麵沒有麵只有湯⋯,4/5
nkd1/da-jie-tou-mian-guan-zuo-ying-fu-min-dian,8/4/2021,無法與外送業者配合好，延遲1小時,1/5
nkd1/da-jie-tou-mian-guan-zuo-ying-fu-min-dian,8/3/2021,👍,5/5
nkd1/da-jie-tou-mian-guan-zuo-ying-fu-min-dian,8/2/2021,份量多，很滿足,5/5
nkd1/da-jie-tou-mian-guan-zuo-ying-fu-min-dian,7/21/2021,牛肉麵還不錯,4/5
nkd1/da-jie-tou-mian-guan-zuo-ying-fu-min-dian,7/20/2021,滿意,5/5
nkd1/da-jie-tou-mian-guan-zuo-ying-fu-min-dian,7/17/2021,榨菜,4/5
nkd1/da-jie-tou-mian-guan-zuo-ying-fu-min-dian,7/11/2021,超好吃😋,5/5
nkd1/da-jie-tou-mian-guan-zuo-ying-fu-min-dian,7/10/2021,希望那個豆腐湯能多點青菜🤣不然真的是豆腐湯,4/5
nkd1/da-jie-tou-mian-guan-zuo-ying-fu-min-dian,7/9/2021,餐點快速送達之下，對餐點就不用太嚴格要求了!,4/5
nkd1/da-jie-tou-mian-guan-zuo-ying-fu-min-dian,7/3/2021,東西好吃 可以有加大就好 謝謝^^,5/5
nkd1/da-jie-tou-mian-guan-zuo-ying-fu-min-dian,6/29/2021,點陽春湯麵 只給了湯 沒給麵 點滷味 選海帶 結果給黑輪,1/5
nkd1/da-jie-tou-mian-guan-zuo-ying-fu-min-dian,6/24/2021,湯汁都外漏,5/5
nkd1/da-jie-tou-mian-guan-zuo-ying-fu-min-dian,6/19/2021,點了4個餐點，2麵1粥1湯。來了1麵1粥2湯 為何這麼簡單的餐點都能少給東西~難以接受,1/5
nkd1/da-jie-tou-mian-guan-zuo-ying-fu-min-dian,6/18/2021,辣榨菜肉絲麵，好吃夠辣 出餐時間準時,4/5
nkd1/da-jie-tou-mian-guan-zuo-ying-fu-min-dian,6/16/2021,今天的餐整體來說偏鹹,4/5
nkd1/da-jie-tou-mian-guan-zuo-ying-fu-min-dian,6/13/2021,等了2小時才送到晚餐,1/5
nkd1/da-jie-tou-mian-guan-zuo-ying-fu-min-dian,6/11/2021,好吃😋,5/5
nkd1/da-jie-tou-mian-guan-zuo-ying-fu-min-dian,6/10/2021,麻辣牛肉麵湯頭跟泡麵一模一樣,3/5
nkd1/da-jie-tou-mian-guan-zuo-ying-fu-min-dian,6/6/2021,蛤蜊這麼多是怎樣？又不會過小到底是,5/5
nkd1/da-jie-tou-mian-guan-zuo-ying-fu-min-dian,6/6/2021,好吃,5/5
nkd1/da-jie-tou-mian-guan-zuo-ying-fu-min-dian,6/5/2021,懶 蒜泥白肉沒有醬料 怎麼吃 乾吃嗎？不會在叫了 謝謝,1/5
nkd1/da-jie-tou-mian-guan-zuo-ying-fu-min-dian,6/3/2021,覺得好吃😋,5/5
nkd1/da-jie-tou-mian-guan-zuo-ying-fu-min-dian,6/2/2021,一直問店家說有沒有自取的餐點 店家都說沒有 後來我自己看才發現餐點早就做好放在那邊了,1/5
nkd1/da-jie-tou-mian-guan-zuo-ying-fu-min-dian,5/31/2021,食物好吃，但可能店家太忙，麻辣鍋燒雞絲麵沒有雞絲麵， 只有麻辣湯，哭哭,4/5
nkd1/da-jie-tou-mian-guan-zuo-ying-fu-min-dian,5/31/2021,非常好吃,5/5
nkd1/da-jie-tou-mian-guan-zuo-ying-fu-min-dian,5/29/2021,其中一個餐點不對..不過餐點大致上吃起來都不錯,4/5
nkd1/da-jie-tou-mian-guan-zuo-ying-fu-min-dian,5/29/2021,餐點很好吃！,5/5
r4zy/long-quan-shu-shi-guan,10/12/2021,少放一顆蛋,5/5
r4zy/long-quan-shu-shi-guan,9/16/2021,餐點美味，份量充足，蘿蔔糕好好吃。,5/5
r4zy/long-quan-shu-shi-guan,8/10/2021,餐點不難吃，但是會一直很口渴..,4/5
r4zy/long-quan-shu-shi-guan,7/28/2021,味道淡了,4/5
r4zy/long-quan-shu-shi-guan,7/14/2021,好吃,5/5
r4zy/long-quan-shu-shi-guan,7/14/2021,好吃，白飯好吃*都非常好吃。,5/5
r4zy/long-quan-shu-shi-guan,7/2/2021,好吃的素食便當。大推,5/5
r4zy/long-quan-shu-shi-guan,6/30/2021,好吃😋,5/5
r4zy/long-quan-shu-shi-guan,6/30/2021,好吃。,5/5
r4zy/long-quan-shu-shi-guan,6/29/2021,好吃。營養又乾淨。,5/5
r4zy/long-quan-shu-shi-guan,6/15/2021,炒飯很好吃👍🏻,5/5
r4zy/long-quan-shu-shi-guan,6/10/2021,好吃,5/5
r4zy/long-quan-shu-shi-guan,6/2/2021,好吃😋又夠份量！,5/5
r4zy/long-quan-shu-shi-guan,5/30/2021,It was okay,5/5
r4zy/long-quan-shu-shi-guan,5/29/2021,好吃，咖喱的料能多一點就更好了！,5/5
r4zy/long-quan-shu-shi-guan,5/23/2021,每樣東西都很美味，又不油膩，菜色豐富，非常推薦～,5/5
r4zy/long-quan-shu-shi-guan,5/13/2021,蔬菜種類多，新鮮美味不油膩口味好吃,5/5
r4zy/long-quan-shu-shi-guan,5/13/2021,如果有類似麻油比較特殊材可以標明一下因為有些人無法吃,4/5
r4zy/long-quan-shu-shi-guan,5/10/2021,好吃,5/5
r4zy/long-quan-shu-shi-guan,5/3/2021,便宜好吃菜色豐富,5/5
r4zy/long-quan-shu-shi-guan,4/24/2021,讚讚,5/5
r4zy/long-quan-shu-shi-guan,4/12/2021,好吃,5/5
r4zy/long-quan-shu-shi-guan,3/15/2021,好吃，美味,5/5
r4zy/long-quan-shu-shi-guan,1/26/2021,除了讚還是👍,5/5
r4zy/long-quan-shu-shi-guan,1/14/2021,好吃的素食餐點 有禮貌的外送員,5/5
r4zy/long-quan-shu-shi-guan,1/13/2021,好吃好吃好吃😋,5/5
r4zy/long-quan-shu-shi-guan,12/15/2020,炒飯好吃 酥炸排骨也很讚,5/5
r4zy/long-quan-shu-shi-guan,12/5/2020,東西很好吃,1/5
r4zy/long-quan-shu-shi-guan,12/3/2020,好吃的素食,4/5
r4zy/long-quan-shu-shi-guan,12/2/2020,讚,5/5
r4zy/long-quan-shu-shi-guan,12/1/2020,謝謝，新鮮美味好吃,5/5
r4zy/long-quan-shu-shi-guan,11/24/2020,什錦炒飯好吃😋,5/5
r4zy/long-quan-shu-shi-guan,11/14/2020,好吃！！！,5/5
r4zy/long-quan-shu-shi-guan,10/30/2020,龍泉蔬食超好吃～推推推,5/5
r4zy/long-quan-shu-shi-guan,10/26/2020,很好吃,5/5
r4zy/long-quan-shu-shi-guan,10/24/2020,好吃,5/5
r4zy/long-quan-shu-shi-guan,10/11/2020,騎車經過時有買來當午餐吃，回到家覺得還想吃但離家有段距離所以請熊貓幫忙配送當我的晚餐😅,5/5
r4zy/long-quan-shu-shi-guan,10/4/2020,G排很好吃，地瓜條也好吃 咖哩炒麵味道可以再溫和一點(香料味較重，口感略刺激),4/5
r4zy/long-quan-shu-shi-guan,10/4/2020,請再忙也不要漏掉餐點（如冬粉,5/5
r4zy/long-quan-shu-shi-guan,9/10/2020,好吃,5/5
r4zy/long-quan-shu-shi-guan,9/2/2020,感謝您們的服務,5/5
r4zy/long-quan-shu-shi-guan,9/2/2020,好吃！,5/5
r4zy/long-quan-shu-shi-guan,8/22/2020,好吃 辣,5/5
r4zy/long-quan-shu-shi-guan,8/19/2020,好吃😋,5/5
r4zy/long-quan-shu-shi-guan,8/13/2020,素肉丸很好吃,5/5
r4zy/long-quan-shu-shi-guan,7/26/2020,好吃,5/5
r4zy/long-quan-shu-shi-guan,7/12/2020,少送一碗白飯,3/5
r4zy/long-quan-shu-shi-guan,6/25/2020,素火腿蛋炒飯超級好吃～～會想再點,5/5
r4zy/long-quan-shu-shi-guan,6/21/2020,好吃美味！多樣化選擇！,5/5
r4zy/long-quan-shu-shi-guan,6/17/2020,好吃😋,5/5
k9ta/nan-feng-lu-rou-fan-zuo-ying-yu-cheng-dian,10/3/2021,獅子頭嫩滑，非常好吃。,5/5
k9ta/nan-feng-lu-rou-fan-zuo-ying-yu-cheng-dian,10/2/2021,ㄨ,4/5
k9ta/nan-feng-lu-rou-fan-zuo-ying-yu-cheng-dian,9/24/2021,好吃,5/5
k9ta/nan-feng-lu-rou-fan-zuo-ying-yu-cheng-dian,9/18/2021,讚！,5/5
k9ta/nan-feng-lu-rou-fan-zuo-ying-yu-cheng-dian,9/17/2021,好吃，但湯忘了送。,4/5
